HITId,tweet,class,class2,rand
3039,@user @user de rien mon pote et n'oublies pas de te convertir un jour car tes copains rebeus pro… @url,1,1,0.448735513
2813,@user bah pour lui c’est un art le corps d’une femme africaine avec le baya.. j’ai rien vu de mal dans son tweet… @url,1,1,0.449179436
1174,@user @user ferme ta gueule toi c’est un darron à croire tout les renois il dise ça et les plus gr… @url,1,1,0.44926057
3587,@user @user @user @user je confond rien tu es juste un attardé qui sait pas s'exprimer @url,1,1,0.449578758
3542,@user parce que la justice et les médias gauchiste français sont des lâches et anti blanc la racaille est tr… @url,2,2,0.450230166
49,@user j'ai jms dit le contraire sale arabe juste c'est comme si pr ton annif je te paie une ps4 avec red dead,1,1,0.45063728
567,@user @user crisse avec quelle argent tu va faire crisse de mongol!!!,1,1,0.451278349
275,l'attardé de bogota @url,1,1,0.45132616
560,@user les bobos et les vivreensememblistes va falloir arreter de voter gauchiste et pro-migrants.....!! ,1,1,0.451568463
2400,je m'attarde sur des détails de merde mais aussi son arme :,1,1,0.45182396
1443,la gare c le sheitan vrm chaque fois jmembrouille avec des mongol fuck,1,1,0.451970065
638,@user ta reponse est ici =i&gt; écrivaine et blogeuse engagée. dans libérées - le combat féministe se gagne… @url,2,2,0.452217784
68,@user j'espère que pas eu un mongol qui essayé de prouver ça en sautant depuis son balcon,2,2,0.452316101
711,@user sinon j'aime bien faire le mongol en ranked,2,2,0.452999226
1525,pour être considéré militant antiracisme il faut faire seulement deux choses :,2,2,0.453323879
811,@user sale tiaga prete faire bails sombre avec le premier venu tant quil est arabe...jvai tenclancher,1,1,0.453415646
2038,entre vals et moix la france perd..... euh pas grand chose en fait. exile les réfugiés qu'on peut. @url,0,1,0.453755971
3216,@user mélange migrants islam et terrorisme . dans un @user viendra nous expliquer qu'il a… @url,1,1,0.454019358
1289,t'es pour ou contre l'avortement ? - pierre — je vois difficilement comment peut être pour ou contre une réalité… @url,1,1,0.454128015
2136,@user alorsnoui,1,1,0.454241236
1513,note moi meme :nntu veux faire des videosntu du contenu proposernnque fais-tu espece d'attarde,1,1,0.454338879
260,@user @user chama de mongol n satanas,1,1,0.454391175
266,ben alors les arabes ne donnent pas de sous à l'unrwa mais le reste du monde oui? Ça donne pas de sous ça récupèr… @url,1,1,0.455016598
241,kabyle et renois @url,1,1,0.455748175
670,@user wllh la vidéo elle fume dirait vraiment un attardé mais le pire c'est que ça le représente bien ce fdp,1,1,0.455948947
2558,les joueurs ps4 c’est des mongol en puissance,1,1,0.456228528
194,@user @user @user @user absolument rien compris tu viens de dire que t’étais à l’école espèce d’attardé,1,1,0.456462931
2597,@user oui mais dans 6 mois je serai en train de soumettre les rebeus mmafekir du fp dans le coin workout,1,1,0.456565422
3702,@user les gens contre l'avortement ce sont aussi les mêmes qui vont ensuite critiquer les parents de ne pa… @url,2,2,0.456592502
1604,les commentaires en bas de tous les renois psq il dit le n-word j’aimerai que tous les asiat fassent pareil quand… @url,1,1,0.456864886
1981,@user @user @user 2... typiquement 1 islamo-gauchiste. tu prends totalement fait &amp; cause pour tous... @url,1,1,0.456889855
966,@user t’es teop restée avec des renois ces dernières années,1,1,0.457497901
2359,@user euh bah ça pas longtemps que je te connais et hyper sympa/drôle et j’me tape tjrs des barres avec toi et l’autre attardé @user,2,2,0.457641749
563,y’a que sur twitter que les noirs font du bruit par allah dehors jamais vu un noir dire sale arabe ou l’inverse hein,0,1,0.457834487
324,@user tous ces gens qui refusent de céder au terrorisme intellectuel ça doit en effrayer plus d'un.,2,2,0.457980227
1331,t’aime pas les meufs renois ? — bah pourquoi je les aimerai pas ? @url,0,1,0.457991116
3279,@user vous êtes une islamo bobo gauchiste . un petit tour sur votre tl pour s'en rendre compte .,1,1,0.45820366
2391,regardais ya cb de repons wch moi jdmde vnait dm ya ke lautre mongol ki vien @url,1,1,0.458404206
779,de retour au campement préparation du barbecue mongol. fait chauffer des pierres dans les braises puis remp… @url,1,1,0.45846743
3908,@user il joue un rôle le bengouss c'est pareil sauf que pour le sud tu comprends l'accent pour les autres c'est un mongol.,1,1,0.458655093
334,@user @user les rothschild sont dans la grande finance et rothschild = juif dans l’inconscient collecti… @url,2,2,0.458711026
3601,@user @user peut-être que certaines personne ne supportes plus que l'on s'attarde sur se genre de… @url,2,2,0.458713262
2179,@user @user et si mongol,1,1,0.458959119
1358,@user nan à mon avis ta pas visité la map et ta pas chassé et tout. tu t'es plutôt attardé sur les missions pri… @url,2,2,0.459003325
3473,@user l'attardé de la localité,1,1,0.459164868
3950,@user @user zohra madame est une islamo gauchiste ils ne rigolent que des blancs asservis et des dh... @url,1,1,0.459268523
65,Être 4 renois dans une 206 musique fond vapotes à gogo et oublier les papiers de la voiture,1,1,0.459530194
3622,@user je suis pas juif sale bougnoule,0,1,0.459820283
688,regarde moi le ce mongole qui rigole !!!,1,1,0.460183578
2950,journaliste extrapole encore «  voit qu’e.macron ne s’attarde pas sûrement de peur de se faire interpeller sur l… @url,2,2,0.460556315
2024,@user je connais plein de rebeu qui ce marie avec des renois donc généralise ton cas igo,2,2,0.460608309
2887,@user frere arrete de faire le mongol c un clasico con ou quoi,1,1,0.460645883
2854,@user notre réservoir à rebeus techniques est intarissable,1,1,0.461604491
4000,@user @user ce n’est plus une barbe c’est une fiche imprimée sur sa tronche d’attardé,1,1,0.461925648
1366,la tete j'en peux plus de ce mongol dommage jepeux pas lui mettre une balle #ps4share @url,1,1,0.46204877
2263,@user bien sûr y’a des renois et des rebeus dans le stan smith twitter c’est juste que c’est assimilé au babtous,1,1,0.462181275
1201,@user @user ils sous entend que les bobo gauchiste dont il parle sont tous des islamo-gauchiste des gens… @url,2,2,0.462346245
1828,et le père qui plus est est tout autant un attardé.,1,1,0.462451053
1665,les rebeus quand tu leurs donnent pas de clopes @url,1,1,0.462830254
2133,@user  decerebre gauchiste,1,1,0.462954867
1862,gnegne simon choisis toi un prénom arabe hihi c'est trop drôle sale pute dégage la vie je vais déménager putain,0,1,0.463135046
1581,@user encore les méchants blancs oppresseurs qui n'ont que ce qu'ils méritent. le logiciel gauchiste est resté… @url,0,1,0.463232318
812,@user pk m’prend tjrs pour un mongol sayez ça dit « tu suces » c direct moi aler nvm,1,1,0.46328731
45,ces dames arabes toujours à se plaindre @url,1,1,0.463509452
345,@user l'ua ne sert à rien elle est financé par l'occident qui lui dicte sa conduite la crise des migrants l'ua… @url,2,2,0.463512465
3624,@user non les parents n'étaient pas rebeus...,2,2,0.46404209
3938,@user josiane balaskoune personnaliténon juste une gauchiste qui essaie par tous les moyens de se montrerc… @url,1,1,0.464283832
485,@user @user @user @user il des espece qui ce retrouve pas dans la nature et sans... @url,2,2,0.464383817
3928,@user mddrrrrr trop de violence,2,2,0.464461506
371,@user sa fait 15 bande d'attardé,1,1,0.464882649
2144,@user pauvre attardé,1,1,0.464949954
2620,@user b3 je joue jamais en ranked que des attardé mental j'fais du +33 -14 en plus,1,1,0.465165813
741,@user surtout les arabes. ils sont parfait pour le sport en plus ce sont des  buveurs de vent avec leurs… @url,0,1,0.465838106
2556,quel sale arabe je suis mort,1,1,0.466072808
144,@user un vlog d'attardé à l'ancienne,1,1,0.466195054
1116,propos de zemmour sur les migrants : le csa avertit paris première @url,1,1,0.466210931
3362,: [@user @user @user @user hossam mdrrr allez viens par ici vendeur de chameau renie nous pas enfin t’es un arabe frero,2,2,0.466380064
830,quel mongol s'il avait pas l'accent du sud pourrait croire qu'il est né dans le nord... @url,2,2,0.466594273
1509,@user @user @user @user j'ai rien fait déjà et toi t'es qui même ? tais-toi un peu mongol,1,1,0.467205553
211,lyon trop de petits rebeus de qualité @url,1,1,0.467363208
3520,@user @user @user @user d'accord le gauchiste,1,1,0.467544314
1885,j’ai fais une attaque de sale arabe la,1,1,0.467993057
354,quand aux évêques qui bataillent contre la pma pourquoi l'avortement ou la contraception provoqueraient un gé… @url,1,1,0.467998278
683,salah quun sale arabe,1,1,0.468207395
125,les tutos en français sur youtube c’est insupportable les 3/4 des vidéos c’est des mecs ils te parlent comme si t’étais un attardé,2,2,0.46900216
2106,le président mongol arrive en #azerbaïdjan @url,1,1,0.469056459
1065,est 4 se donne rdv à 14h y’en pas un qui est sorti de son lit il est 14h17 les renois,2,2,0.469204344
2212,@user j’sais pas il est attardé wallah il pense que je suis affecté par un jv quand même,1,1,0.469625411
677,▶forum réfugiés-cosi appell…,1,1,0.469681414
2090,@user @user @user ca c juste parce que ta des attardés la place des supporters. tu devrais pas et… @url,1,1,0.469878598
1168,@user l'émission partait bien avec la reconnaissance du racisme anti blanc sauf pour la gauchiste de servi… @url,1,1,0.470010453
2772,l'afrique est sous-développé,2,2,0.470232264
2697,dakar : des militaires français impliqués dans une rixe @url @user @url,2,2,0.470515497
561,tabarnak de petit mongol,1,1,0.470747352
2847,@user @user mtt mongol,1,1,0.470766251
1684,nan mais attends il va pas trouver raciste non plus si campion l'appelle le jaune ou ching chong ou fu man shu @url,0,1,0.470893525
3902,@user vous êtes pro-vie alors. vous êtes contre la légalisation de l'avortement ?vous êtes pour obliger le… @url,2,2,0.47149222
3700,@user j'ai déjà vue masse rebeu se traiter entre eux de  sale arabe  même dans tèc la haine le racisme… @url,1,1,0.471830275
3944,@user la « jeune fille moderne » à la fois pour l’avortement le plus libre contre la peine de mort (pour des c… @url,1,1,0.471853371
1769,@user dans la plaie mongol!!,1,1,0.472079748
575,rt @user @user @user chaque jour il devient de plus en plus attarde,1,1,0.472789509
2126,ahahaha le psg ça fait les beaux en ligue 1 mais alors en ldc ching chong,1,1,0.473246599
3102,rt @user allo les propalos ecologistes gauchiste aidez les pauvres palestiniens construire leur maison avec des vieux pneus pluto,1,1,0.473279176
372,@user @user @user ben exactement,2,2,0.473729415
1733,algérie: «les migrants sont beaucoup plus vulnérables maintenant» pour leïla berrato - @url,2,2,0.473810647
2378,s'ensuit une autre tradition : le racket en réunion avec violence de la touriste par ces mêmes #shikas #senbei… @url,1,1,0.474230305
3692,@user une cargaison de migrants de l aquarius ou autre payee' 14 000 euros minimum et vous macron soros v… @url,2,2,0.474429627
501,vraiment un sale arabe lacrim @url,1,1,0.474523471
1298,sur des betises s’est attardé,1,1,0.474626899
2688,que tweet mais mongol @url,1,1,0.474697709
1608,@user l'autre mongol quesqu'il raconte 2 viewers t'as pas la motiv l'autre papi avec sa radio il est resté… @url,1,1,0.474830717
432,ce sont des migrants finlandais aveugle ! @url,0,1,0.474951897
706,@user @user mais sale fdp ils rt si ils veulent espece d...attarde,1,1,0.475098882
2483,cet attardé de conducteur de bus il sait pas freiner doucement il met ses meilleurs kick sur la pédale je vois que ça,1,1,0.47605786
2344,@user la je critiquais les rebeus que je connais qui étaient pour lui pas lui mais c’est un connzrd,1,1,0.476136884
3509,@user @user @user @user @user mdrr ce mongol déjà j'ai beau être un fan de… @url,1,1,0.476189606
243,@user critique pas l’5 stp dans l’16 y’a renois qui s’font sucer,1,1,0.476255858
3932,@user @user pauvre debile gauchiste je peux ,1,1,0.476330936
2003,#morandinilive arrête de faire le mongol morandini tu sais tres ce que seb chenu veut direet il raison,1,1,0.476510194
3304,@user @user yes je le suis mais j’ai l’impression les noir d’afrique c’est que ceux de l’est ici,2,2,0.476701321
489,@user ferme ta grande gueule une deuxième fois si tu voulais parler à ta sale arabe de copine fallait la mentionner elle et pas moi.,1,1,0.476875233
870,ahri e kassadin champion mongol,1,1,0.477201325
2318,@user bien sûr ton immeuble de 2010 abritait les réfugiés de la première guerre mondiale uwu,1,1,0.477420462
249,@user @user @user @user tu prefere la violence libre à toi. nous préfère qu il fin… @url,2,2,0.477690874
2590,il dit son genre de meuf c les rebeus mdr @url,1,1,0.477998519
1419,l'alcool sur les arabes @url,1,1,0.478167877
646,c’est un mongol mais il est trop dans mon coeur,1,1,0.478410916
929,y'a une meuf dans classe elle se pleins du racisme envers les arabes mais taleur elle traiter un asiatique de... @url,2,2,0.478644574
3971,@user et le vp est au ce depuis 1930 ; « ns avons commis la guerre » ; mais ne s’attarde pastrop sur le rôl… @url,2,2,0.478667795
684,@user @user fallait pas rêver que quelqu un attarde vendredi... un.petit effort elle sera operat… @url,2,2,0.478831993
511,@user @user @user @user mael rentre pas dans le sujet sale juif,1,1,0.47904226
1374,@user mdr c’est encore un attardé mentale donc non recevable,1,1,0.479322579
3163,le courage de @user qui supprime un tweet sur #ahedtamimi et la fierté de @user et de son terrorism… @url,1,1,0.47943695
1473,le forum suisse sur la gouvernance de l’internet s’attarde sur la «numérisation» @url @url,1,1,0.479553572
1658,perso j'accueillerais bien 1 migrant pour chaque nick conrad à expulser.,0,1,0.479592668
3488,@user tg tes tjrs sortie avec des blancs la jte parle dune vrai pute qui kiff les mauvaise odeurs et les accent de mongol,1,1,0.479695768
3847,vous avez zéro décence vous êtes de gros déchets et vous méritez même pas que je m'attarde sur vos petites gueules… @url,1,1,0.480029052
2193,@user toi t'es vraiment un gros mongol qui fait son coup de flipette. au vu de ce qui circule sur le net déso… @url,1,1,0.480249978
453,l’ouganda « envisage » d’accueillir des migrants africains en situation irrégulière en israël -… @url,2,2,0.480480357
1631,les renois qui découvrent que madame est une negrophile ou negrophobe apres une dispute où le mot « singe » ressort. @url,1,1,0.480617532
